owner,Sensei,FRG
6MCgMvMby28kciWwGZhLcaE9YXJkVZnyH4KxTYY1uU1W,4,0
7yJWjvGc4G5teEYFmTHa7tc7XpLTDuCn3sf3a8XkS2hS,1,0
ArY7vmAJdntM6QSskBtRfWe8TmuMY8e4oiuJYDAaHSLd,8,5
3qUEjNQL2GwWhksm2TjYoMQ23e3aFALnaBgBPi8QWbar,1,0
4geB11jvRjmSiG3cutj2HeVQkdecwzZcNzqUuXbbR6Qt,1,0
EBgeHh7RLJhfvqM3iJ1KRb7Nqw8XrrWnoFCpEpHDAbNz,1,0
2VCWCCXwQUoXHD3gJKG1Y7dC9o59wVytEZ8dB1WnqqcV,1,0
43Ld59tCdqDa3ecqsUcTPPaAXQaxMAjYNMLwC8z7Xmzt,1,0
ApeN69tdAw9NaAeNgE5Aj8gmtPwbNuV8iVLYAhwBweVV,1,0
HDmm1H3nGz5EkyB8R1BB7k9VAMFeJDkhgR7mBc1ZV41W,10,0
EPjUYr3uojzV42afUfHv56V8dZSuR286em8Vjgm3vRtC,14,0
Hk8ZYAkkGGeRvHXEn9rnUPU2L75ix7gkBuWF6Vqr34Ds,1,0
3drnFYrzuENiKRL5jgfLp29E8b4frrxEmibvKyYLf3ms,2,0
8hCENSGkcHaiPEaRvqKeFM8tZSL9jFXMGgZMvhMWqi6Y,1,0
GBeVRDzw5aBGCJxgvTX5M1j5q7KHMSteXWhPmyUsDidP,2,0
59KstDiAG9zGiiReJPvUrqNusNEdYVtrE59ZNjmx9qj2,1,0
u69bhoFmw3YG9gALPpCLKRz6ZeNMRp27cfALjAsCz3u,2,0
EuuwJPomsZn9pH8ErE8JFZhAdgimgMNz33skuBm85qvY,3,0
FNAgf9QbyewF1jmxMm8SrwfVXrWG7Lb9TPGQ5zhe7uEB,1,0
4TbyRM1UX9uiqVKizU6ZQRbag2NDYiS2EJGR9jRaAqJ2,1,0
CmwTp7UsfqTFgoUQyy1KbNbKtLoqREcTiznRvvmLiWzM,6,0
GhuCG7boj9KGidjBLkjhALkAMxcyUUQh3d9KhMc7uo6U,1,0
CRvB9McYckPxRPUGrDdDSaJs6AHuN6tLRJyTEZbojGtx,1,0
DFzcrQvA84KJ36TxgEGmipXUqthaJHWHBtLojNpcE3Ks,3,0
H99SS4w3MZWnDnWK8hhAsizByvbMjgK4mMDFK2uZb8o8,1,0
FE2pjrFBgjeaF5zTzR7d6ni6QreRG2uSN7G2S6g5yqw5,4,0
C9ee3N4vZ5Axx5PVQSGnNuACsJyTXndEvuLpmLsnc8jt,1,0
GB5fUq8tFgWsmw2aqaGNNgxpBdSniKRpCov9qD2MY3ko,5,0
7Fg34MEmGjPsBTjGzi6sZA8PXUNA6x951YmAaBfiZmUK,1,0
8NAWytghTErN1TMe5GojaupSHXyFaNcm7B1Ro1jDcqJU,1,0
GiDc7E49ZQwu1suZJKcfS5CC2pVTQo3457N3qqThNvZr,2,0
9Dtm6Dt6Er7CMGuxv5gnP6TBk9FfQg5zSiZQhGE1zLGE,2,0
F13kWpNUPcNKGQZpcPybGfokf7QPB5aRTEkFgML7qzPt,1,0
DUs8J3RsK4rrzGbULeczFxLifbb8TsWbKzTLbAarDheh,1,0
5URAzdRen35oNBUd6BKAyjdadwhAgFDxyx5NkHNm4Tsj,2,0
FhLXeB6rfDUpAjWLGPjh6kd6VvDzaW7GBKrdsLuewDGR,1,0
F3qv7SeXmdapJttbaEHZjg3mCYJhdm2Y55NGEKwtoVfa,1,0
EZoefxCTGHCEomYjW78FLj7q4ncmjoAUtkpkAVKTp6Zs,1,0
By6A9azgaCepyZQmVai8x8h49veBcdEcy7hdSWAnB4X6,1,0
2TBsA567hAkhi9ENardMDikrkYgv9d7CYLnPdfgy4Afz,1,0
7nAnerTAyjDCExNsShknYGA8fCJFap7P11B6wY54omAo,8,0
5JpYYfHEqfNuN6PyqrATTccnv3ieHQm8VLJksk42hJCx,2,0
9yEsu142H35ATjruJ8dxP2zJ4cJ1hSYREFLnFXjximRq,2,0
EKvSeYf3cT7TUusoXxVbmEdWF66MqBaPkCJFcDybtVRx,1,0
FDonRJf9D8ZAywHsf2YCsZLvusF46VsRujdEZEG7DveK,2,0
6NgLxVfi37dy54CHrCKszsSRpJ7YABuZhfJYqFofLkne,2,0
ASm7ubvg6kQj2LXwFuXq62DPtZy2H12wzrqEUPxJm5Sc,1,0
BHRrv5CVkPetTVdSsFpr3go18JJKQ3xtFpJpG9cpnWQf,1,0
FQp8Mv7ktqZeayBw63WfrNiz1qV5cpUhS2hncafu62GY,1,0
6dhvefpSjszjVo7AXeitv4H4nYKzwzLoN1CPfiCSQmeJ,1,0
DaYA3BfBNmPcRJLPsdxUYLEHec2q7g5qMMJ5FKfWf3Bn,2,0
4J9gQApYXZYXjGjknnMPihwWHeAL2EFGKxbpJJxBNbXX,6,0
AZMWfWBdMhA2FNr3tH4Bo7GZsfwkt5YFcHHcLF12jZAT,1,0
9eAfi7MKTRx6b1Ui7goq4RGpKfLjApisKaxZZfjme4MW,1,0
6fJ6GEYHyQRPQFyKaMhhfG5ooqjvPRZFbh8CcpeBfcge,10,0
Hw8NG3WDfq84VYrC5zQFn2jAnjHcLFHQ8yhQoCZfR8UB,2,0
Cv5rW3TQbTfLyMCzZ7HKiXKkXqNes5gNuBmRCByG4kre,2,0
7srzjzYnPFbfdEWWmT4LgrvmsUFHfCsydookpxssWDXJ,1,0
4Mn2qwPmsUuhb8CYpYqwonQo1bTssxymwGC5kAv7GarD,4,0
7R5tyxgZegwhwwBLqtMQ9Xr2C6sv79KgFZwFKZ8vUUXr,2,0
GAqgnKWHC1KtgKor41tGiLbjYtHnENymWheFJ1zUkEdh,1,0
4gf7rrPEQ7mhKTwUTXUrS97TAZ2zMWUJxcpa2QgD5pr4,2,0
5MqB1r3nLhZhDS9Q7dCYfrP3zihoRYK4UzWoFstskrw4,1,0
7r3aMjrSLy7VDbKc2hfpR675z2QPHVZtd7vGkqX38Z4t,1,0
3XGD1m1rAo1JrVxU9s6T51XyaoMxKEzwUqGVQfb2xa4C,2,0
H8dBXfjfFt4LzmmxWcu99SyTX8f6qemjwyhKi3V8YCvV,5,0
5d6PP6zKc5MzxLmKPPi4ZfMNbGA74froWjySbZQA5fCe,1,0
68bfUHxvJ25beNs3gYpD1KPy2ipd4sRFxTK1xyNVU1dW,2,0
BQu2RLfNPzngWEoTYNdEpbpvjknU2wjmsSjkeyUyTTRZ,1,0
6j3GBJwoLBm62GyvsLrruH3xsrPUqUEDySzj1p7caCTm,1,0
6T9wxnwB7hMr1KzZ8ncFJFPbiDUoqakYYLDcbheRU9Kv,1,0
DMf4vcsw8cX5khU7vn2SJFv3UDVoN8DjfnbLXg6QLaVT,2,0
HDhAhHW2d5oGN299Hi5dJFb4v9m21brynG8MKhthRgdo,2,0
GARs6G7tr2z74xudJSrgf3bFjmizAGZaa1wSYkctRZpC,1,0
9KMjifoV48bzdS4wDvitAQ4iGyqcEuH6NjihvWg4cZ3U,1,0
G7qWFUsUuXvZSKkphZyHDuUk7teScSj6fYVzhZ3hrb6n,1,0
7QgaB7TLrggYjUrx3RofGNkirUppH3eJdZPGh3uKaZZm,2,0
4Yzjv3J6r36i99R5iGx3x3J5RDT9RoHedABQuyw6Hmeo,1,0
2F8AYHKERjbcNbZcestquRx2WZSZgUtQVdAZzWwv5zix,1,0
C4BWvTPm2nCbqhLSuyc7PPWUoVVe1pjrYhdco3MbZLaL,2,0
B7dG2BAzppnAnNwcC6BNVY1t3kszua2cPfKp9mCVqswf,1,0
Bdz56n2b53VioBVVxSGabBd1WGZXyxEo5RN5QkQQ8yP8,1,0
A7u7q1TtBK4ZDSaVoqSHqfD8Ryfs7maBNTgVj5RSVZHh,3,0
9CJX5V5ZpBHByZJ59konKRWfPbcvtx3wz6Zpz3FCtwLZ,1,0
FHhhWS6LBtXGHvcHKaZTnLaRfU2HB7q7odv8t6B7hvm,3,0
6UJS3hyFUeQzznyB633X1Y4obL9Q5X7BJ87mXFYcLNX3,2,0
9hpuVz4DRxcDpEFcwRrL8jbVErLhmRqKeVoYFoCwDa9i,2,0
DLQhxVujV8HMgouDf7mJfpxH1oE9qp8UeiqTAqNk3YDz,2,0
Hr1erjY4ygZFywGvMk1oMvX5Xp6bwRREZDciHapsRB4K,1,0
8gVCvqqWxswAyzrZGCqAMnDvkqTzjk3rcZJevrg3RnbA,1,0
Hze1JSomp9FTDXtmV25n9QAzYQqakpS2BcZKLVs8NAAy,2,0
4TZoRyZP5CVTfjSauiN1RwuuFmYezrVSR4gpG7Pwchjv,1,0
5KjviTEtatm6XVvtRCFcXCiqvT5gf2K7NsuCFuQJGExE,2,0
HVk4LHzAXJPkg6WWJMYsr69viDHP6ZwAHiQwrGD7VNVd,2,0
8nFLG8YARvscswTGMeEC9ba8aaZFkCywaSfB8uTCic9o,3,0
FBWsVgujqkPkY8snnjN5ZffLPrBbRgNhTL763Pc4oXY2,1,0
5nA34JCeKGo5HuEVj3pBspVeWVJve5iFkC3joSmHauzz,2,0
ZUUcxZPQkMGXyVpQVp3YUv275T7yDUjS65M9i1noJNx,4,0
4YFuautheXQywCvLnE5bdTdw981zgjU8ABNT3X2PBsFF,3,0
5qtJ4LuwQBKmP9KYkqHBbMFeVk9LXzyGJAtVGjRJMrwC,3,0
G3aqmCVWzHY9m8CHQrswvW5rXJJzqUhAPddWvdHoj6Ym,2,0
4Y9waEYXni5uNNT1P2jsxMYASMB12fAHeznNa6bxaCXd,8,0
AYDwbb37CGX6j6UN3TtWCQZmikwNRHCQvxddRRx1tc5G,1,0
5QrPtots7Ye7ZGhoR2muaw5Abpy2rkEWa3Z3cL7pCAsi,1,0
7Rp51HCQBf3TFivfqMk65pAKbtogwrUpEAtfN3f8Ciz2,2,0
C5b3XtFPpbq1dhB8dvE5vHF7QB6vo7qJWj6trnyyRprq,2,0
4iB3KhrsFicrsVzAjzoQBXNwmw2bfFTixr8Mcmj93jhB,1,0
8zspYtNiLi3rGbMDMRk5XAvvBvgLwdQdBy3nUAoi8VQF,1,0
FnNZ4BeUD1chzs5u5gkRg9PbgZcAKwgYBi6nbJFLobJw,1,0
EpTpjhp2dnVJ6WwizTWF92yDovt9VBwByuvNMJ4umoWP,1,0
5sR2yApKMg5wAtQ8CL5VwW1JwAT2XVay3T639MTwf5hF,2,0
CmMPkx2mvdWi9ghdEZopjkT3MWPExBj75R5fhQtQrwEP,1,0
9kCW9AmiMx4zTxmjJQJDczXddWebQLftSfHJ3hydbTtJ,1,0
BuLksA6LtmtUYCMWdJGgFJj91sKRcoF83jConzT7ECC6,1,0
3gBd3pZKexo4waSY5r3pBM9AhvuT3m749yCV7qy5QBEy,2,0
82AqKwvcmvLhTfpvrnpDwNJY4Zjg2y1rNS7Azmu3cL6z,1,0
CHDzDXTciRwApZm5g1R28QKoyuN6UHXWBrB57Lj1Sbbm,3,0
8s6wqNMeodNcWfGJKm2oFcsNyEBDGY6uqQwViwsngEGr,3,0
772UxVq547SbkmsyAfWfnySxvg1tCBAzmi1ygybbgiev,1,0
Ghj8C9YStb2KKYzGsTuALjSRdTKpCf2GNwTT9BTxeTQh,1,0
6aRj21mFEjXeDcXaA3KWCKDB2ZM4MhiMXSWEeAjoPpuL,2,0
7uawjUY4yjE8DjadZ25wLX8LRUhyxXG3CFfyi5y75XwV,1,0
B62NFf5w3KWMyuyKSL25diUrQCPfEvB39yGV2divdc96,4,0
GFBD3azM6uAWDc6PXnHRpL9DZcb7P7RkL8k3ggcXzg4m,5,0
Hyoqcph5uqQWjjgy1trXrrUmv2LSb3vmTHH2RGZDDuM9,1,0
8oSWYazTK6vkpCc29UE6KqdsD2RxkmNjDzsmCt7qQQxp,1,0
5zCC7oGbRjZT6Kn8H8ZTLrckZoW77DKYVZRcT6ovKZXK,2,0
9XqRwD7XeCG1fbGdzfsgRBA435ZMArvt78Qofth2u4Nk,1,0
4R7MaiaKVPPGZSo9KuqKJ5tTiMPPNVsautSEPD4RWRjZ,3,0
8TgN2qdvhJjGiethEXxDiLwfZSJ71oJsXBrq2pVBtpeF,2,0
Dc2nkZBMFhwJrf6gdjvuBMXtowVDEaAdMsDGJPsKwJei,2,0
4AQKwLaYaNDdv8wU41pZ2Qa6W827CYdZn34womockHip,2,0
Ya5sQXu7Q6bjp8KWv2FfaBe6feRqmvCx92GDtcd2eMS,1,0
8yujNG1u8wqerR3w1VLA4g9iiHxxAXB4eS94gc9Xvi2J,3,0
3268Y3fnmR5Fxv2kKsfD5z5uYeujE6VuidonXR2Dmmv1,1,0
HaxKWrPwSGBKqhYWJ8qzxg9ehCKgnJswt2aJWfGpr9Kz,2,0
Ankuj9vDZdJ9fZ5FGdVDbaA3sxMTD9a5Eoc75YAKG8ps,1,0
8z6oojEWveKJU4comHZoniFuhN774BxYSZeDS1KCd8Pe,1,0
9Rk9y2y1WTUrp1KnbcfEbmJ9EvvZMwsEBrbSLroP4VJX,2,0
E95oodcQS54XRysBPKTiKvBVBAqM3BUkq2Le7nHoLAqs,3,0
Em3YJmteVw9wpmDZ7KULMXPfvRCTqjp5JWsjRedFBLiz,2,0
BdRwt7nA8CkuTA3Er8ooxwX5rgZJLWC8zJwbnQr3BXzT,1,0
EYsLXhd8JtR5NA9aviSyDcJ2RVM6dzPePRydrP8TmpT4,3,0
CEJkxfAMDdCZu3Ei6fgFXRjzfGSBV6YQ5FK2ev7TywFw,3,0
9PHUT9vLZ5iRhBsHtw8eTVdfNMxNwhGUM24cDCAhC8r,1,0
FvE3vfPEUauAFGUTpxuQxxUXgFMmuLpg2szAB7X7kP35,1,0
BRjLm9M58YJwrdYognd5B8qQUAQq3SRGFzXAE1VQRzAd,1,0
WF6HBLKmp4hSHePqrPAAmQBoYAtXFmg9snFExrZVhjp,2,0
ewHxxN6YXxSEtPvmAbDaD1VFG6TVpVUzExtJgYUb7LQ,1,0
Hofizevk7YL23zK4BL9jDfgfD5xnWY7FRXPZUcJssYe8,3,0
AumrH8CKDPJ1rNzY2ySufwmvDGmhmtJuPFFRvgS5DJ8r,2,0
A98Md4cQ3s7WoGCYo2ZxNSg9FC2h9BuA9AT7Q38f4Atg,2,0
58rxZBM3chG4UA54ZKwfJLMca9QKK6x19fnegNgVTiVw,1,0
F8WQ939iDkHUQ9oNxhKVpQWutzEto9PY5dEKNNAuf4nU,8,0
CtyChBpZ7h2rsUzbQW4BXhrq5hatNuuTn5W8wkfmXsSa,2,0
Anu9fS1gLNpch6izNpsLenbGx4oKBh24Ea7xMjtBzVu6,1,0
GxXaspnaiD4gBeDzonQExjRmBVfJ4JVR8sWQqUUoWFQj,1,0
8msKz2thMMAaZ2dJd1GWodpVU8uUR2GBxVhfL3Pe82Qk,1,0
5JETck2GWL3XP8KVBSipFzaJkwgSkdo1CpSuGaSXSkSf,2,0
6QwrC23wnTANp6mbqS9VHhwNx9f72Unsb4egPhriJPvz,1,0
7RMNxrf3tGxGZ2PrJp8HfTWt2ptz7v3syHRL9LvsNbor,2,0
EdACLY58qDUq14SMsEowi6gp8zFU3pi7XKYkFqzGgNi8,1,0
8RC3P1RT18ynmtHUVV6aqt3vUheZtUUjF4JhsjdgvEEH,3,0
BHWbTd4j1usPVaXHWF3xaZJH5TpcnitBgoeZKai2EoxK,2,0
AxcWQVjnY7jJdzPBjFQnwHDRLk6ixp5QsZr4FNzjGrUx,2,0
GTpkVaMKFf3jgZJA4JZwNxY925gxwJX9CsGhUQXscQEu,1,0
6KA9ut3a1EsHS7TqpfSqFoagJYDhSqa3pFN7C5W5ijEz,1,0
4JVSQMjdovRmUgQae9wDGm2smJ5qJZoiqXJDadwBLhVF,1,0
AppuoU3dh7urY3wSn53FBPDEz8rbSHWgQ1sqpSXB6BLE,3,0
7AVuVdWJnKKtBvebsmsYfhUAbzWJf6cMfp2UPhN2uerd,3,0
F4tQmsKizxjw2xwTikhtfm3WFfQciQFY2UJenRQK4aP6,1,0
3reheVTAfMmm9obaKP1ymuJYWRXLsYBm6rZteDjxy9Sk,1,0
DhCrUDCEgcLq2LheRauzzFbzAp1qdKifTF7r2hFFPT9i,1,0
9MaW1Tq3GiEH7ZfJcyDXF58ndUs1SXDEer7fJpgYf37N,1,0
98FReMhFWGtMUrnvV1KtNtww671BcxxJHDo4grrJ6aWs,2,0
Ep1uSXe1SLsV9RGDYESGgEMZ7A4tYyqjDPGMVCtMQvXm,1,0
6n8dDFGneLC9HuoLRGdiMpL44BAg4JuKtuvFC3yp4nsw,1,0
33LpPY2yQKaWxc5E4eT7e4p3WnsKwg2BU48wsR9zc9Km,2,0
EURBncuav7UXgwn2fTdfvSbvTPWYJdkcdpZZxK1YKXhK,1,0
97ED98nCULaJkbnKVxJH749NdgjuzgFExin1fe8nqcjB,1,0
517cRWdyhgDkJw25xWFTERr9hugMo6LqRC5b4B4RECTD,1,0
HhLNjmnbxJfjn2MzZ1J4vdCgFAmx9grBcs96EYceg5uk,1,0
9fsPC7LKwGZt9xu2GzpvZascUQFzn1oF7HxAwnVAxeWP,1,0
FZn86xGAHtQKrWB95AJnTuWnxptMmrjkvH35xHvQDfT7,2,0
HTmwdif75ny1uGEK5s28nmLyALQgUuHBZCkLq51mdhMs,3,0
2kkL2erBhCVoA24qggQsw2rtayLqdyMRHFUTWzaJHbon,1,0
BLcQqYVkoEF6W4xvXBe4KtVNvvWFVz9UQNevrUjcmbBj,1,0
GYppsXkK6ST9jPRvzdrkkTPZ16V8Qs6ur88c9DR5ruYY,1,0
B1JwjQLUZWcoyXhquyHFvgwDg9Lf5NW1DWq4GznP8VBq,8,0
ECWwxLG35Aaj1KUXiVzMst74fVjUZxbt5QKp3iWJUn74,1,0
51nQCMnvKvZE7EUoPL52mC2YSv7bSdb92eePG9sCJBGQ,2,0
DBCgHpFL1jbHGZ6oEfRaRKEC7WwaM23qr7gk91tbGqLe,2,0
C7RHEAE8d6KCjqkipVq3vmuKPDfSUqAD7z4qAqtRDtR,2,0
J4D7hwz2KphLEondNFSiNxtEswDQ8Hb9wjtDXBAHZfLL,1,0
DzVaA4TmTpdSBhppCnVDWMR12KmHzuV2bQD8uXcg4WEt,1,0
64fUZUH6Z6HVs3mP4BwBobewcZLCrxRtNUtatzSFsGyx,2,0
6tgezh2sV6W4i1mHdC1ALYzewofiVsw71Wza5ucptP89,1,0
GisbM11X4piG7GxYsdHnTGUUWzwxUtJMJ3qpW9jtDNEh,1,1
EwZR7nfHu3m4UeCbvnigebZGU4bz2mhYRLuMgFoBWWbz,3,0
2qtR6E1upumyEPidZL1K6LMFUhprY2NuHdxCqinRaE6H,1,0
3P85yAsx6AYMaiQzX8U3BmtvukTWAGtDxzsmZfYkaXzo,2,0
HU69yurAB7pEGMML2mryq1HMqnek7E7A38DPzFN2MYWF,1,0
C8Hf1k8kfS3hGcfBdPSc7uc2Mx2akw49Jfpcnj64c4CF,1,0
7VDFATFCbZuQkaonbBGTUr6b4HxGM5KpKoh13cEoAiGL,2,0
FBfGV57vdeKpx8krtDmvvyaGBLbi5r2pkUWkaeEQtE4x,1,0
FLQr7MaobSUnZiRDMLKZ9bTA7KjD3Dfnwfe79yJf9H4E,1,0
4dkUHYQzCK2s4BdwUurbT8nzEAoj82qHTpSPURoMyyAM,1,0
8Jounio1ysqHti3MqupzgwPCzKndupUBb3sPief7vooG,2,0
2Qc1fFr5cVrdPiaeAzigN1WRahZWGxzctwfzoCedDzc5,1,0
7QXDHaFhi4AYvZvgkWq35Vk8em5NQQoDCdGVnQG6DFMK,1,0
8r27KvroZjJJ72R6gkEyaxKKfqkoiWdcu17GwWqayaoA,1,0
AEMuMqKDkd9yKg7EARNZ4UqF5okfeoCjRQ4NkTS1JGvH,1,0
Ek38zTjDfGht5ysfGkCzTeDCoE8bCnSkpPbaEDmCViqz,1,0
5sRTGgTDJwHT4MLo2EjnVcRPNzBr8TLmENVEvPB99B8A,1,0
3is6vH8zpQh6X9Po4DtiUTAQRh8FHVD6BGShNjJUjKvY,1,0
2Pb6dSBzGwj5i6fvFV12uggcZceMDC2Be7bKDTu3eDiV,2,0
HMmZ3EL1LhTTWG8eZRurKBctb5TaM2mLJSwBJC3EAq1J,1,0
C5xyJdwHYyGeRX7goX6HNrcvyfofeEbe4M6kXfEyuorn,3,0
E6wwEU1ePjyoUuenYCstyqrnd4cZBw2CxYoVNnz2ZWe2,2,0
5iJLDrf4SBMHzFVdad4PAZWoNKUvoSkPvveowui2EGNx,4,0
DcuoY6NzU7ESNBVzzGURZgZNN4tVj2ycPWvibMG8mvaa,2,0
6nR2RyEa6qGqhQcnRwWYg6EYM7T3gFkdNw2k2cwNVPtu,1,0
7JLc76vQrXsLsQcMbryNKjxTUvveGBLpQcymEXR2NWiv,1,0
2cxjDakEq1V1j3SBLmzkDnjygx7oxbCWqM9QdQJdpL3D,1,0
3vURyGVHnJjFojmko4NppMg7V3vE81uaWhB9z2sLreH3,1,0
AymxHEuk9ZgA4SHeXeB861SRP9eABuZvMXYVQoyZuZjx,1,0
C8mgrCncLMtpfh4QzkJsPfrWd384yQeSYpdujw4LF53T,1,0
9fg8bCxLf8w3BS38RKPLeQBqR8D9riSZzgca4FwfujXt,3,0
7Pn8kL1ebQrH9bddGxMcLEV6Tbw7AFos1x5NH3XSLCcZ,3,0
EjNKVhthrv62EuCqCU6BdzFXSTwjTmdR4vHmS7VSz2z1,5,0
6K2Beymi8VA1aNWAd25vibpvUaZeF8NYXxyRFhQMv2Vw,1,0
DiuZ6Kk62Dx3jnRjE4ujigkBKGCWpQkuy8uyDakF7RtW,1,0
EWM1ARKKAyGWAQuc9qSoS9GjkJ6mLNeMQjKu5XyZarrs,2,0
8vy2SiNzGsYkqYCuRmNfK1vgyKBUa9poVSQBoWzQgskr,2,0
2voio4wuRv3891P9FFxtAtigjhwBt1u6ouLTxkffn67X,1,0
4mH75fm4SZyy8Wn8tjMg1XTBLDrn8is7iiESGzVqqS2H,1,0
3f8DDqPkATdhDbSMdq9JmPmNyRs6hqJFcMBaQQR5k6aw,1,0
E9bf4LKa6bKStbrRVas9yUzKsp1s5thLvQNJraY1vvs2,2,0
4FtQbdyqc4kqwrc1TNxsf4oBxsDj3oWgzV25pCUZyfjG,4,0
BduZLoFhXqg5eDxUjcRNYSrVZkqeTvNNY2KdaG2dECGV,1,0
9W7PwiqbGke3CgJgqYA39gCZQ1s4DL51JxNbXGmfCvTU,2,0
26aqRSKCJybR584jTKbaruvREJWRgbxpzbEXgpdACQwx,1,0
bTqRhASmG3PHb1zaBDsd6ahBJGtWA2irnSMA9P9ZGvq,1,0
85qm4onzKTFcqemNFNoSXiUxPevDK5HP3bkvswbzZieU,2,0
F7VBmVXossvVuvzcr1Ziek2KnrMq2mLEDtpuXTTPzk1A,3,0
BwMEEmp4apPdeiDBQepeVtWPuVZszXV9ztgQGHj9Duxs,2,0
D1bqoVArFXEn5q2xiqLTKH2LXePdFEiyrfzpfQ62w18S,2,0
2TxBdJbYNLtYi2L8RR4HtWssiDVXrU8DheY2imDBnw1z,2,0
H8tdQcAfJzt31pj8iod2NCN9pnHdPndjkqCNC5R1DFGx,1,0
FZo6MdYDJocGhv4WVEzpxPQqARdEpnKniwPmShVLbWVn,3,0
CNokLHoAohuXyYkjSXEA2oGNpC2G26aznHG2SZxgsYh1,2,0
FLjPDYdMjDzHSe7TwTYetGEtWoJsteTxzZhN5XiipT6C,1,0
GMq8i7NcGjTkWAtkEFSuNhQ29NtZhGFWoxNM5gRt7d5i,3,0
6fW7xSYq3akR8PRq7FQGGura37ZMoDd7tnUupfCquH5e,2,0
AKEcJjomLCMHFA3bPxDRm2Q8Ua5T1Fg8qPhUKnBdntjv,1,0
FiBD5icRkG9vTbBdQeyASY5gYXbusXsxua6dYPS49qNv,2,0
DcEUt15QFwK9NiuoYN85ZXrByivyXVLacq7QCsM6T2t5,1,0
3QbEZYM1YEt2ED2FBVeZmdqGt9ybsFPCdrWFTVRWko8T,1,0
4x4fH7s7fmzHoZSpkgNXY2Maq9MBd8MDoiDjxp7e7CFg,1,0
AuToz9gEG4f4fh67zo2EiwFKvW6tneMYE6UNDmX95nrL,1,0
9Th77jPLZayUavQeJ66eHGmD6t5AWsAgUVCR2cRXfaFC,8,0
DFBuruLtkVQ6zcZ4iEk4jpqEYuvF1pU5ruMpw5mh58sB,6,0
CygxJqf8RcAbnoQJmmR3VmExEDYWe8gc7Q1LF3fTRHZj,1,0
9FGhbM3sVAUd77Y68D561s5FXnTWXeLghhrHbvqqZbtF,2,0
HbiQozJSpAT5mdDkEtU654kmsQyUHwyzRaMWbWfdpoD6,2,0
HmEL9qRUxSyvmjdUobnNPHDbwn9u7HKYr62kRFpikoQB,3,0
4bwJDCmB3SMT4wbijbZLRkHteTJVYuFMcwS4xVn6TNXE,1,0
Dzixk1S2SC3g33G2bvSUMybYcMJ7nMBqPPGq34wGahyW,1,0
21x1sVSN49zbYoustbNqyZ9N9fi4BbayLNcz9mGbFgRy,1,0
8fHvmVzxv5tVJSELSrP4tpkurDrtZYLhx4mp56muCiuS,3,0
AP4bgDbfMAfEue84kTt5VcSbYYxeqEFsEN2FB4C4akK,2,0
BjNLGeUcj11NRe7XjRbPLgnFTqcQA8MAZ3VUdJDaGfdm,2,0
HQmb2kZpGEiwKnPAVDG2NmiRybjgG7pZ5nTN66c6b6zh,2,0
J969WFi4U5N48ig46DZmBMcTthUueh5JpGCCAvRkePTv,1,0
2gwTaajEr2E3vjgdwXDM1NRaYrWurwVuhdZoE5aPg2K1,1,0
3B1SGLLQR9SC7zmycidcGdvh6xVv9vLv7xjLin3J7n7y,2,0
9rr2SCp3ippcU4qbFEV7Td686powebW73kjW8N643S5c,2,0
vx1uajm1q4VVdmzhKyjRczWeoLKhLEZpsypwTKupSHU,1,0
2pjo4Lx1agEBhRf4kT4B8gH7UFYVd5SBAeVeDApKWvwq,2,0
3hPcQzvA6LW3FKgy7cKDpx9sY4rFEPizeACUj4mmexRk,1,0
5pJ89aofV4nP5eaJfpvvChkuce7NEUQVf31ckLCXTymg,2,0
Bk3TQRSPspyCAdntE2cAc7PLB2FcjNZeBechoKfrUDUu,1,0
7oSD32gC6ATfmssadaF7cyubLPAvZiE7WsVwmXSPjpRS,2,0
kesvh5SxcQqovUqhyvB5DXpC4cR1wSZoYdFVyxPUGqt,1,0
HJPpzQhGMrUnYYQcVaUHopmGSRUwqn4TJjkGY51X8YkZ,1,0
4TidbLDsddNzJ1bNjKKP5RBujBAwQkb5Ap7j62RMG4it,5,0
9XX9odn1k2aVik82E5arkonKRjHx6WrxkJwsrr28mKtt,1,0
FoGAGvDtTAqdrMftfMEwgroXpZMaQQsYXAkndBBjg6m3,2,0
9rnHKyUygYfdjoQXDQYrtJHPCe19BPkgVUDJD2JnLp84,1,0
SK1j2zo8VscdPXGTF9qeSsmo1JeoDHT4qgsAoDn4PD7,1,0
FWv3xt7htDRMMvHULbrApK2Xratvk1UZmZHqo1cAEQf1,1,0
6cptBVvc4zWpfj7vfcwcpufKwXnpFnW3VhEEL7t4tGAL,13,0
EvnXBGCb1gzTLHHD2vhp6Zwnk7BL3ywVaf86Y3MKDyon,1,0
BVZa992V4hbixxoBApgR9ZLiMjgKT24SqCsDvYRmA87K,4,0
y822Suse4UuKwRcC6ZmfiZbLqijjqQESJtEzgriEcrv,2,0
2v8i882A3f5tk7Uz312XgtFUgSHnpYjvPzN2JQgir9J8,3,0
8VmG3oxbuSw2Gk2dESzadpM8fAxU67ZJrteYDefDBRdp,1,0
G1Fhrb9Dt5P2jgqgyQmTTvgDBjjdxtHaYsgyYmdVEavn,2,0
8RpCVXjqsWd2FbSGur8mXLn94wh5taaQZVfjrHQSW53K,1,0
5f3NmcrnpCWta3aQmVQLrWX8R8h2r687QuA6JnNU9upn,2,0
